1{
SysClk=0.0,operator.committed=true,aggregator.searchCondition=false,operator.leaveSlot=false,led.damaged=false,aggregator.finished=false,bus.busReceived=true,aggregator.slotInfo=A11006,wifi.connected=true,aggregator.flag=1,ble.BLEReceived=true,raspberrypi.damaged=false,ble.damaged=false,coap.CoAPReceived=true,webUI.searchCondition=right,blebuswired.connected=true,aggregator.LEDLighten=true,aggregator.damaged=false,SysClk=0.0,aggregator.searchResult=true,operator.findSlot=false,bluetooth.connected=false,aggregator.connectdb=true,busledwired.connected=true,bus.damaged=false,operator.getJig=false,aggregator.searchMatched=true,aggregator.aggregatorReceived=true;
SysClk=1.0,operator.committed=true,aggregator.searchCondition=false,operator.leaveSlot=false,led.damaged=false,aggregator.finished=false,bus.busReceived=true,aggregator.slotInfo=A11006,wifi.connected=true,aggregator.flag=1,ble.BLEReceived=true,raspberrypi.damaged=false,ble.damaged=false,coap.CoAPReceived=true,webUI.searchCondition=right,blebuswired.connected=true,aggregator.LEDLighten=true,aggregator.damaged=false,SysClk=1.0,aggregator.searchResult=true,operator.findSlot=false,bluetooth.connected=true,aggregator.connectdb=true,busledwired.connected=true,bus.damaged=false,operator.getJig=false,aggregator.searchMatched=true,aggregator.aggregatorReceived=true;
SysClk=2.0,operator.committed=true,aggregator.searchCondition=false,operator.leaveSlot=false,led.damaged=false,aggregator.finished=false,bus.busReceived=true,aggregator.slotInfo=A11006,wifi.connected=true,aggregator.flag=1,ble.BLEReceived=true,raspberrypi.damaged=false,ble.damaged=false,coap.CoAPReceived=true,webUI.searchCondition=right,blebuswired.connected=true,aggregator.LEDLighten=false,aggregator.damaged=false,SysClk=2.0,aggregator.searchResult=true,operator.findSlot=false,bluetooth.connected=true,aggregator.connectdb=true,busledwired.connected=true,bus.damaged=false,operator.getJig=false,aggregator.searchMatched=true,aggregator.aggregatorReceived=true;
SysClk=3.0,operator.committed=true,aggregator.searchCondition=false,operator.leaveSlot=false,led.damaged=false,aggregator.finished=false,bus.busReceived=false,aggregator.slotInfo=A11006,wifi.connected=true,aggregator.flag=1,ble.BLEReceived=true,raspberrypi.damaged=false,ble.damaged=false,coap.CoAPReceived=true,webUI.searchCondition=right,blebuswired.connected=true,aggregator.LEDLighten=false,aggregator.damaged=false,SysClk=3.0,aggregator.searchResult=true,operator.findSlot=false,bluetooth.connected=true,aggregator.connectdb=true,busledwired.connected=true,bus.damaged=false,operator.getJig=false,aggregator.searchMatched=true,aggregator.aggregatorReceived=true;
SysClk=4.0,operator.committed=true,aggregator.searchCondition=false,operator.leaveSlot=false,led.damaged=false,aggregator.finished=false,bus.busReceived=false,aggregator.slotInfo=A11006,wifi.connected=true,aggregator.flag=1,ble.BLEReceived=false,raspberrypi.damaged=false,ble.damaged=false,coap.CoAPReceived=true,webUI.searchCondition=right,blebuswired.connected=true,aggregator.LEDLighten=false,aggregator.damaged=false,SysClk=4.0,aggregator.searchResult=true,operator.findSlot=false,bluetooth.connected=true,aggregator.connectdb=true,busledwired.connected=true,bus.damaged=false,operator.getJig=false,aggregator.searchMatched=true,aggregator.aggregatorReceived=true;
SysClk=5.0,operator.committed=true,aggregator.searchCondition=false,operator.leaveSlot=false,led.damaged=false,aggregator.finished=false,bus.busReceived=false,aggregator.slotInfo=A11006,wifi.connected=true,aggregator.flag=1,ble.BLEReceived=false,raspberrypi.damaged=false,ble.damaged=false,coap.CoAPReceived=false,webUI.searchCondition=right,blebuswired.connected=true,aggregator.LEDLighten=false,aggregator.damaged=false,SysClk=5.0,aggregator.searchResult=true,operator.findSlot=false,bluetooth.connected=true,aggregator.connectdb=true,busledwired.connected=true,bus.damaged=false,operator.getJig=false,aggregator.searchMatched=true,aggregator.aggregatorReceived=true;
SysClk=6.0,operator.committed=false,aggregator.searchCondition=false,operator.leaveSlot=false,led.damaged=false,aggregator.finished=false,bus.busReceived=false,aggregator.slotInfo=null,wifi.connected=true,aggregator.flag=0.0,ble.BLEReceived=false,raspberrypi.damaged=false,ble.damaged=false,coap.CoAPReceived=false,webUI.searchCondition=right,blebuswired.connected=true,aggregator.LEDLighten=false,aggregator.damaged=false,SysClk=6.0,aggregator.searchResult=true,operator.findSlot=false,bluetooth.connected=true,aggregator.connectdb=true,busledwired.connected=true,bus.damaged=false,operator.getJig=false,aggregator.searchMatched=true,aggregator.aggregatorReceived=false;
SysClk=7.0,operator.committed=false,aggregator.searchCondition=false,operator.leaveSlot=false,led.damaged=false,aggregator.finished=false,bus.busReceived=false,aggregator.slotInfo=null,wifi.connected=true,aggregator.flag=0.0,ble.BLEReceived=false,raspberrypi.damaged=false,ble.damaged=false,coap.CoAPReceived=false,webUI.searchCondition=right,blebuswired.connected=true,aggregator.LEDLighten=false,aggregator.damaged=false,SysClk=7.0,aggregator.searchResult=false,operator.findSlot=false,bluetooth.connected=true,aggregator.connectdb=true,busledwired.connected=true,bus.damaged=false,operator.getJig=false,aggregator.searchMatched=false,aggregator.aggregatorReceived=false;
SysClk=8.0,operator.committed=false,aggregator.searchCondition=false,operator.leaveSlot=false,led.damaged=false,aggregator.finished=false,bus.busReceived=false,aggregator.slotInfo=null,wifi.connected=true,aggregator.flag=0.0,ble.BLEReceived=false,raspberrypi.damaged=false,ble.damaged=false,coap.CoAPReceived=false,webUI.searchCondition=right,blebuswired.connected=true,aggregator.LEDLighten=false,aggregator.damaged=false,SysClk=8.0,aggregator.searchResult=false,operator.findSlot=false,bluetooth.connected=true,aggregator.connectdb=false,busledwired.connected=true,bus.damaged=false,operator.getJig=false,aggregator.searchMatched=false,aggregator.aggregatorReceived=false;
SysClk=9.0,operator.committed=false,aggregator.searchCondition=false,operator.leaveSlot=false,led.damaged=false,aggregator.finished=false,bus.busReceived=false,aggregator.slotInfo=null,wifi.connected=true,aggregator.flag=0.0,ble.BLEReceived=false,raspberrypi.damaged=false,ble.damaged=false,coap.CoAPReceived=false,webUI.searchCondition=false,blebuswired.connected=true,aggregator.LEDLighten=false,aggregator.damaged=false,SysClk=9.0,aggregator.searchResult=false,operator.findSlot=false,bluetooth.connected=true,aggregator.connectdb=false,busledwired.connected=true,bus.damaged=false,operator.getJig=false,aggregator.searchMatched=false,aggregator.aggregatorReceived=false;
}
